"January","February","March","April","May","June","July","August","September","October","November","December"
2.66031919756334,0.381199478234216,2.71086552315894,1.9680225725685,1.21901657110547,1.92275389573639,1.83363750237528,2.63814472414171,2.34253659022785,3.84116197098772,2.16999493460133,2.93376776242271
1.36248745101543,2.45126627813282,1.55262814123793,1.25726660336119,2.41629818237612,1.79093116518957,1.99611748962637,0.212526676546381,0.953511972777147,1.99786500350816,2.9829257461213,1.64970394838336
1.46097836678872,1.30915663637694,1.6617016958065,4.0852201921514,1.17837940036804,2.30521507580219,2.43517009002061,1.79456143770354,2.55333508124408,2.83867537920588,2.18929226301014,3.49920458958372
2.9515202335543,3.40544562193991,2.5172334221407,2.85489041041,2.21107589035911,0.41612848546918,1.37997958895012,2.15728030034907,1.71948130299219,3.84881803356672,3.55865410990317,2.47297207033165
1.89442015415272,0.298657312174956,2.09870359432402,3.00044599614444,2.75482316974118,1.45751844213175,1.75423754140865,2.77809395448,1.74599876993618,1.28822648681999,2.25861779272536,0.399744824646405
1.62593072723081,2.19224559727714,2.74368561583684,0.815882089914682,3.78010975268365,2.44311610398703,1.88839245454969,2.44579280797107,2.99124934489935,2.7794474255576,3.5302541544721,1.06896525103916
1.82376741917609,1.29704323850277,1.72144985851539,0.458897444876222,2.66594768190446,1.64019459708883,2.52087746236045,1.93244980881001,1.33964642611716,1.13932886783075,3.118216454197,1.83012647373757
2.27648330792093,1.1914441366512,2.53907168061795,1.78826699923918,1.98926618045146,1.73869170887003,1.74182434070197,0.5195027931842,2.69329155870552,2.81585595827568,0.674617596454316,1.09874825327316
2.23633259266121,1.36180125847461,1.91166053032995,2.17035256996267,0.798945393571416,2.28776190206504,1.92887842953512,1.7924710864686,3.5272840541863,0.297803647669481,2.13623693243808,4.63249423223638
4.06167415943736,3.73734542796118,1.25424249184674,1.30922262556707,1.35660221551097,0.772167652186288,3.14946739711013,1.68026737918756,2.23695658970416,3.48832333038914,0.539396217333055,3.0590676263837
0.709940014164731,3.38897448494876,0.439921548898607,3.69772073903203,2.79729231047799,2.01803655659801,1.4426307448759,3.28908679629463,3.17387684283249,1.84380332301374,1.65380852991303,1.71798613871188
2.57118944747409,0.387527906113544,3.08295652542379,1.92731003739413,2.5282482743811,0.487907677300983,0.289551988815217,2.07278305825518,2.2657764481242,2.39472252068485,3.05711768495015,2.34028773981945
3.78539022670878,2.65374019880081,1.58929611279378,1.28239114371071,2.2836697388067,2.63871664165784,2.25852239901668,1.99467466959909,3.49742469621104,4.01993961535041,1.63397761712917,3.03988270374466
2.21294024309211,2.90288072859301,2.20630526603203,1.58348556169214,1.98786069510366,2.81674189801846,2.49802129185213,2.81879143529122,2.97382086701787,1.34585384172745,2.96141404929307,0.273675078590138
2.88469214605068,2.75460848783451,2.76474257118102,4.19358676105577,1.80808622252268,1.34413339232343,1.95060390798229,2.95246509859102,1.51588451315377,2.46398394947145,1.08355468708443,0.998045479500066
1.09802973558923,1.77318923122993,3.97800084236997,2.54234782578152,3.05001367931135,0.335263063621545,3.49467609603579,0.0609036002975742,2.2768506672297,2.28912438525712,3.62652079686742,1.80718197233688
1.94525004195051,1.30403137240837,2.52117866630317,3.0236676089818,2.28609257753969,1.74916580601031,1.76133570086879,2.87884706784759,1.78477715284244,2.04667169552473,2.43775672891786,1.05956751214291
0.643245288900238,2.5066473573338,1.95357710004389,2.81282610871047,2.24056483146679,2.29305711144808,2.06103349694265,1.59755053186919,3.70827065624822,1.69486821753189,1.16056397310425,2.98590087951772
2.31723057712575,2.61623429360761,0.850528279029067,3.30102707741098,2.83270520626568,1.00151172093404,2.32774925064569,1.11761303526527,3.53843122915272,1.21160462883603,2.85392526907194,2.26461204331313
3.39571911930986,0.333120725484645,2.6293383077002,2.56795641094836,1.77701678567436,3.31908455810025,2.12865873960428,2.61240767301589,1.76378629766036,2.05018479245232,2.705909190535,1.34010631027911
0.788776183203992,1.66374577425735,1.27352852400835,1.87992855773695,2.28834418953342,2.10767562411459,1.50312016847917,3.1308717074536,2.30138156695075,1.60199663025858,2.4495906402759,0.557026873522951
1.79585833920258,2.50717985674657,1.61358267769029,1.50799729374129,1.65960793318324,3.72978687809991,2.43217440130011,0.363342514419866,1.39430703305865,1.5631621133604,2.57509622047826,2.78708307628332
0.447548673920614,0.302609298491548,1.32828561011569,2.20077197539334,3.0613346188219,2.7360668852723,3.41264439098493,3.08359625634814,2.95235962589929,1.86646346198615,3.81153963290232,2.35769140499582
2.51804966861493,1.79307277609727,2.90038619036856,2.16479929880001,0.790951121881058,4.49566782802473,2.37503131474364,1.91447251801583,0.812307133955833,1.93517108053417,2.27798902450638,2.481411047632
1.58115969676162,1.60140297182384,2.88684169061633,2.69365769622557,3.05240690163401,2.51279842146256,2.68940322579455,2.56312532281006,5.81258033587609,2.59988184054228,1.70414245625755,2.01192556673885
0.290546784320791,0.811380172519107,2.39027811189946,2.13332425333661,1.87726080588107,0.142291211678139,2.65317519482488,2.37248589340826,2.64648938834904,1.20050636814813,3.33960127485931,1.81917445551843
4.48316267137122,2.45256540413909,1.07248850977773,1.26053684136928,2.7485877274667,2.72738156688341,2.19804984249784,3.19299162512663,2.1488688350213,0.223464151492563,3.17654737432526,0.340586072821465
2.49803373506641,2.20758970392942,2.7458392287806,1.60248118475222,3.52007166402363,2.34749707830852,3.39958837113165,2.7348352505609,0.927419310309308,0.451014668328052,1.21538877743699,2.92754809383126
1.32613179480167,0.789877623881589,2.49482415664264,2.25715863936297,1.85663636314524,2.84246546399536,2.36418420904186,0.992476846757854,2.17764395722319,3.39075409405173,1.18634719973642,1.68288690972114
1.11301860438866,2.76741505428064,1.97806853827693,1.71982608085582,1.51841333411944,1.96744660747619,3.64077144590483,2.88739263837839,1.71532047172244,3.16911678150311,3.28289025857221,4.21855213150927
0.268622649139006,1.40097230874304,2.58802232626581,3.00796759211016,1.03653127888516,0.883473077416729,3.1352714389667,2.41874689584956,1.29047081332571,0.693975260440963,2.77189740664378,2.60660457591064
2.60454912136428,0.439027227194346,2.75649107400237,3.15521962402319,3.12481021111506,0.997738634675717,0.78355959030925,2.29806497310318,1.27269028192509,3.55686079855659,2.24516620838519,1.50999059269795
1.12872492177097,1.00433595707106,1.5059737273813,1.79720505086659,1.78459590647852,0.920076632508449,2.90098701267648,2.10816839860662,4.1839912911377,2.97514194949992,1.03802185716784,1.99875504107841
2.72534164637273,3.09325100838442,1.26668437138653,1.67859045291761,0.829848925369486,1.9129225797349,1.38803989556056,2.04006544252516,1.57965768437449,0.824124627850761,1.26399205545941,0.192106166047679
1.96926801987209,2.91714288600737,1.99897960601221,0.378946082939486,1.56445014909376,0.674934387738078,3.13141377092928,3.47152733803882,1.8626372356465,1.95772355430442,3.02463439952405,1.65495327986552
1.88277762568585,1.22695064486765,2.80582569677651,2.56810525899318,1.15219648935426,1.71904147159131,0.843821639448565,0.24418555216579,1.47736435380911,1.9126370233143,2.55258428499107,3.30006000396618
2.09822293858443,1.5241641823542,3.10930938187503,2.67128024717795,2.66214684339587,0.942900923819978,0.89827148668647,1.90738611922411,3.46846227670714,4.5261619577976,1.3036331796004,3.40565355748715
1.32314277815547,0.869296815980154,1.69032051784047,3.46025952177705,2.52753331464083,3.89924334627425,2.57784739347242,3.23780927043749,3.58985009360622,1.65764685454198,2.39194818745856,1.43572459575958
1.95075364507186,1.57116456833321,1.09142175187253,0.362280625713777,1.83712160861198,3.52103206818655,2.18087365912724,2.42039507223711,3.20174982318821,1.09316930088557,2.96612719292243,2.31701312181224
1.43928024006498,1.16041635013634,2.26302612768668,3.29850108220997,1.61984480361912,2.27634233806502,0.0120771136562681,2.16518174240874,3.01236093848812,0.946256395877518,3.05178605515976,2.4658726422215
4.39915486524696,1.39901332709606,1.97908219242358,1.84630017120586,1.43122403428264,0.797150989064226,3.36059518650379,1.17216119042313,0.656643606815459,0.391172942359192,2.63360185792457,1.6315508460506
1.91012789840196,1.22610922180923,1.78765749235222,3.57914884558458,1.27383245995478,1.19400787631049,0.825799660451155,2.20579931946393,0.238852827889332,2.22766398983329,2.79073308604056,1.50889988359182
1.17835158221439,1.10750764882604,0.968896080225028,4.05523518552608,3.29679322028765,1.46927129234572,1.06209053651927,1.00104613250003,3.3632629288094,1.57276936751724,1.88141004636332,2.69071444204511
1.71303823840288,1.96426815294228,2.13951073969625,3.28448665087213,1.16843000583481,2.73876936065194,3.26831404646412,2.02850830171292,1.83292074975302,2.33593196599571,3.97600539163033,2.34720091621032
2.13127887397077,1.69582189760649,2.16621798461647,2.41740331727997,0.500295697585454,4.66240525697063,3.36400522112531,2.72188935445612,1.29181915895672,3.50068757661221,1.85910235366651,2.11993673728019
0.937916049561913,1.17142561720767,1.01534035094373,3.15985360728644,3.74781460222771,1.40086623300238,0.157782526298658,2.2035088204976,2.28394299862997,1.5826379956043,3.094251993957,0.658255420914649
2.7335810357291,3.28857698147011,2.02263407077062,2.49159025571845,2.65156573544234,1.54112836155544,1.43518251207492,1.75061290005766,1.79145643974056,2.60174624338852,1.03938661902718,2.15423363091388
2.32269219847885,1.95362859055501,2.78533003266096,3.10200871771494,3.04936924523435,0.453858133892099,0.340030896137919,4.0714036708535,2.0465194036945,1.51172376593632,3.69007890698962,1.3858935001308
1.65102022865129,1.64046293549959,0.820810475749202,2.56857043028032,0.895554818682021,2.96703482825829,3.25256983395831,1.01723100899383,0.774526757231158,2.76457818460392,1.18157073575476,0.940164609509238
3.28352566424672,1.80497833825235,3.91079077756379,1.63608291488318,0.374612254723597,1.86398587723899,0.367600063883036,2.24266243382194,2.4921153365528,1.06468662536661,1.83041099920642,2.80624201981554
0.985511951118232,0.485529864539125,1.46199850508042,2.13695637076155,0.852311670227102,3.36258039483775,3.05366326951953,2.00337129764007,4.22979452901382,2.53076475518482,1.83040202569626,1.37716867294405
1.48993572589293,1.10796695287938,2.88427642902339,2.72427542710531,1.93190896121577,2.21958585795083,1.69399990893061,0.448864022962029,4.85804162317518,2.04759532142968,0.0926281755919267,1.81288934273185
1.83283025384466,1.13729350858593,2.14730963670884,3.53998160594704,3.4955310185286,1.3472133635909,0.218946575466159,3.2226908767328,2.99843839874018,2.00091721586058,1.85540024889924,1.21828335004278
1.69733221439384,2.55195414795462,0.991572637143108,2.98699233471472,2.40374216426525,2.28488377119879,2.25633913856977,1.62567228603383,1.93376393555821,0.93452881435456,2.3932048557111,2.80898960732516
4.0264704724602,1.81176608668258,2.83818899220759,1.0539780020313,2.7314233122774,2.19579576089899,2.00545663481731,2.0320089370941,0.451101531528126,0.309845790468713,1.3022765478146,1.71382238995917
2.90090563841005,1.67485325637045,0.831760862595211,1.38731931577903,3.52846788595682,1.03053072054514,2.74176995298463,1.76908950270373,2.32266619285807,3.95918991379478,2.29994174357491,1.11786971566973
2.13542904045584,1.4630615508604,2.45431813292,3.2868865903477,2.74244673469451,0.845827648695011,2.1350835075873,1.72202409150375,2.25213485215406,2.52386848032399,0.708371596450895,1.24262117294835
1.79871104580062,1.62852258725065,2.21257286750447,1.44334984007008,2.14388982978523,1.96084365275303,3.10162133045133,0.660464705183565,2.69127231821461,1.80724522328201,2.32576541531288,1.67523475658954
1.19316325900686,2.72280702365904,1.44691365257044,1.97702227783927,1.03303084384559,1.65926351473534,3.21802044719917,1.1653972270872,3.18338314720956,2.95773864342695,2.43151643851712,1.88363844980244
2.64412412375921,3.20569188339316,2.02343002517967,3.32474112266228,3.0901581503798,3.06773801313928,3.50102057921766,2.33126684435449,0.467896122860703,2.17099783181128,1.41538479604565,1.69964550296814
1.66334087934639,3.18415312566266,2.64817889039139,2.26389766901551,1.92176607047143,1.86163214917253,0.814096816822776,1.13868705482962,3.32356114934226,0.24938813152144,3.07547540617548,1.5956689265944
0.268296488755034,2.67119043540744,0.257205264796145,2.84133901907884,1.3812971727546,2.85830769971381,0.57813789457495,2.44159579437514,2.81922078457583,3.12754649001595,3.37349457540022,1.52097732618019
2.26192066260897,3.17550207341849,2.59516266091186,1.73586251098144,1.77561150758034,3.12067515954132,1.51272481381361,2.73077039123939,3.80025246726438,0.161503256115243,2.51284617695095,1.52992476551683
1.08330240189068,2.18852647272121,1.12147098701681,2.88676929190719,2.63765241693604,1.12290970758022,2.58998056456601,3.37832330449294,0.381141077467628,1.4609596476549,1.62398944708512,2.15837269306643
1.43143552485088,2.49906359684503,2.64443757129211,2.22548575569027,1.67561782669485,1.27823721664295,1.5457595371539,2.48123807912219,1.98422504266397,1.3931211138004,3.50023209320147,1.94258705449271
1.13417955824643,0.052381688588012,1.3709014973334,2.54483272466109,3.17204163813279,2.50290773451618,1.78942787596127,1.43160998089404,2.79259552274781,3.20086502049083,1.86543739542218,1.40744387814294
2.82549391179805,2.42073724617646,1.90179981031616,3.17625072675557,2.00781751404935,0.625835362550184,2.93706408743454,1.60855246140792,0.873025879287787,1.70142980524548,2.54345427293385,1.69183657030579
1.19986771579267,3.17347624977911,2.68421769916776,1.68642475814732,0.204150453675011,2.03680003488455,1.41297510036085,2.64288621362451,2.56601413636603,0.875865500672588,2.70436288932159,2.17121190390816
2.97583008678438,0.553768443004754,0.615313969009592,2.50537668851137,1.27945479356808,2.58620091313616,2.49658598937681,2.27620613028882,1.73031126903268,1.30369958178709,0.790920939363325,1.50560108923339
4.70007553074188,1.63324879405169,3.55494558598051,3.53970129858793,1.00030345107167,2.68394351059926,1.73979822327246,1.74186694885845,2.03308460501881,3.28145974590249,0.436786756474877,2.10635586014809
1.8646104031143,1.39220376512214,1.18565865811543,3.49100271069654,1.54182217425474,1.43124387091002,3.38222639652731,3.46582983309129,2.5523338926571,3.52984806617539,2.97497946593148,1.67692212631967
1.89396883604053,2.31987137738078,1.15636891410743,2.24368948466768,1.37160467914256,2.27035564241991,2.56692197416528,0.0267241039591117,0.859008548251158,0.549849867306953,4.48899874663389,1.89550133209743
0.655936194854637,3.09984767220601,3.02492742587361,1.58468567364775,2.27790791086877,1.45806300278955,2.0748451276124,2.92010987650774,3.18748892092905,3.01115806259199,1.67610959427818,2.33149909364925
2.4431218286128,1.59396337240913,2.11570337639616,1.07365934686235,3.635590885236,2.40260968403048,1.08979247979754,1.85092865014422,2.29542597299898,1.00370706756601,2.2277899008857,2.05868120666761
2.9611177416634,4.41074642682032,2.2414940398728,1.35664210216896,0.435050485404561,1.81341007736883,1.04274682111605,3.23738748109261,1.20846784852816,0.848808911868866,2.16779757799204,2.64666888950921
1.75856418334431,3.15889988480835,0.609183858313153,2.0538214810293,1.51807431156596,2.64275076260883,0.721595093236535,2.52738053602434,0.661202064914585,3.14177643630883,2.74341098037853,3.42855457332026
2.08295489110829,2.33838959155623,3.52606084457092,1.61043811609479,4.00944311626124,2.67147495652065,2.0070140312727,3.49049279357839,3.85900886238239,1.92538148422325,1.15477380334338,2.64772236621437
1.63827524223176,2.4561773439209,2.0465162367214,3.8778255533649,2.20037649421069,1.59896030977996,1.81918381233759,1.60756862328241,3.29314390678162,0.853066870088301,2.14942484937074,3.05775808898448
2.33386019980123,1.68595533358442,3.23998235965392,0.542393273256135,1.7787438362351,4.1650258146802,0.860526080510664,2.18796457697802,1.94146309588874,3.12150987451436,3.22927523431868,2.14931442611253
2.26560942097052,3.40434402019996,2.30857263546279,2.72385537837696,0.945271167724828,0.604706474120142,2.74381724429793,1.98872659223503,3.00304780102376,0.556873212784671,2.54070501805202,1.0383943927845
5.01290574660275,1.58973005091513,2.78562760450207,0.781923738460864,1.78246208352718,1.82929987982033,2.62444167367086,0.754074097484792,3.32185679968354,3.32699404319231,2.81475095232258,0.859887856021998
1.65526986231257,1.91189748384991,3.11747870473614,1.69424113011163,3.53073271669422,1.83056557002448,0.581766943924475,2.94396826079046,3.77583084076203,3.20357036382751,2.53400556235357,2.48222678892703
3.06255745328506,2.32487559471631,1.99501772765561,2.02439771662207,2.23674807199378,1.96701661473996,2.93314119335807,2.45941532807798,2.94836908800002,1.84124783871793,1.90219718058475,0.882519148719765
1.2703149259595,3.18509980019251,1.82158178980981,2.35226610118768,3.17414183203037,4.38851977000581,3.15064738185012,0.346771029540874,1.26636192363897,2.46597182546344,2.31362619377379,1.58967115696649
2.05654772097641,1.74449142655912,2.69622906894708,2.82378975551104,1.50857105147613,1.00998806758669,2.47002921331518,1.22658972944336,2.12020922050276,1.01630314902971,1.95201377177665,1.56003322666489
2.46782971192005,2.88444792089563,2.52179720849355,2.59778656109952,0.961937788343821,1.89894582816141,2.87963123944244,1.31024849879883,1.98312879553078,2.134910812864,2.6183218896412,3.13245920460655
1.62735474944868,1.51143893037353,1.55217340975654,3.29563746444499,3.01927104711815,0.0858509222483412,1.07675302117664,3.6718328632426,3.41652509183697,1.8524545709408,1.8901542535019,1.14665740812945
2.21016168769331,1.27262382682244,2.40540060404469,1.42193382083892,0.393581361258119,1.4511256281725,2.25137934452938,1.90395013043685,1.44956336743974,2.26613942772274,4.15121875077586,2.82707032109027
3.28960830567623,0.811744727083304,1.26303557533059,2.17297498046565,1.69966095774562,2.71389491370108,0.746259228867192,1.20399558714791,0.0622855919082195,1.53385433082117,3.11937892938074,2.51986393181123
0.37316045013292,1.46205758408742,2.25574801441047,1.41880375399224,2.2701664537378,3.87448873471843,1.84460736827489,1.77525623167689,2.73676464619747,0.729011544183592,2.01886957014237,1.9156447354553
